2025-06-30 16:46:21.467 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 17:51:16.851 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 17:51:18.579 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 17:51:18.580 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 17:58:20.966 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 18:40:24.805 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:30:55.241 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 19:30:57.025 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:30:57.027 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:43:38.627 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 19:43:40.347 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:43:40.349 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:47:20.018 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 19:47:21.771 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:47:21.773 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:48:54.281 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 19:54:23.650 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 19:54:25.395 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:54:25.396 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:01.664 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 19:55:19.122 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:gpt-4o-mini,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:19.269 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.970 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.971 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.974 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.976 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.978 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.980 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.983 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.986 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:26.989 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 19:55:32.524 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:50.135 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:01:51.840 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:51.843 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.842 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:01:59.934 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.935 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.937 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.938 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.939 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.940 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.941 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.942 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:01:59.944 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:02:03.525 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:gpt-4o-mini,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:02:03.593 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:02:05.639 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:02:06.357 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:36.974 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:06:38.704 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:38.706 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.742 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:06:46.824 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.825 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.826 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.827 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.828 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.828 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.829 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.831 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:46.833 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:50.511 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:52.314 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:52.991 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:06:53.944 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:08.540 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:12:10.275 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:10.277 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.272 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:12:18.361 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.362 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.363 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.364 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.365 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.366 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.367 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.369 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:18.370 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:20.913 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:22.236 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:23.894 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:24.553 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:12:26.302 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:41.673 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:15:43.393 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:43.395 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.099 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:15:51.210 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.211 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.212 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.213 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.214 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.215 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.215 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.217 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:51.219 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:53.783 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:56.280 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:56.764 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:57.444 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:15:58.497 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:20.290 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:20:22.059 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:22.063 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.111 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:20:30.200 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.201 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.202 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.203 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.204 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.205 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.206 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.207 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:30.209 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:33.565 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:35.731 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:36.346 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:20:38.263 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:24.812 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:True, parallel_cnt:10, is_stream:False
2025-06-30 20:29:26.548 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:26.549 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b_7kcot0905_sft_vllm,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.169 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_72b,is_parallel:False, parallel_cnt:10, is_stream:True
2025-06-30 20:29:34.266 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.267 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.268 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.270 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.271 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.271 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.274 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.276 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:34.277 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory25_14b,is_parallel:False, parallel_cnt:10, is_stream:False
2025-06-30 20:29:37.655 | INFO     | llm_caller_utils:llm_call:175 |  session-id: default, request-id: , user-id:   | model_name:memory_post_mount_qwen15_4b_sft,is_parallel:False, parallel_cnt:10, is_stream:False
