2025-06-30 16:46:21.463 | WARNING  | functions:answer:177 |  session-id: , request-id: , user-id:   | timeline_supplement_context:<include.context.RagQAContext.RagQAContext object at 0x34a76c970>
 In task Get Retrieval Range, the final retrieval_range is: 
{'character': [], 'location': ['Iran', 'Israel'], 'keywords': ['Iran', 'Israel', 'conflict'], 'start_time': '2025-06-01', 'end_time': '2025-06-30', 'keyword_all': [], 'supplement': None}
2025-06-30 16:46:26.258 | INFO     | get_retrieval_range_task:get_retrieval_range_task:304 |  session-id: , request-id: , user-id:   | 完成抽取关键词，开始存数据到Context并返回数据
2025-06-30 16:46:56.653 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:46:56.670 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:47:26.707 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:47:26.709 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:47:56.743 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:47:56.746 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:48:26.781 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:48:26.783 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:48:56.812 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:48:56.814 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:49:26.842 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:49:26.844 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:49:56.879 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:49:56.881 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:50:26.915 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:50:26.917 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:50:56.946 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:50:56.948 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:51:26.983 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:51:26.985 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:51:57.012 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:51:57.014 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:52:27.041 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:52:27.044 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:52:27.048 | INFO     | functions:answer:226 |  session-id: , request-id: , user-id:   | get_retrieval_range_task:{"is_success": true, "return_code": "10000", "result": {"character": [], "location": ["Iran", "Israel"], "keywords": ["Iran", "Israel", "conflict"], "start_time": "2025-06-01", "end_time": "2025-06-30", "keyword_all": [], "supplement": null}, "timestamp": "1751273186.2588758", "err_msg": "", "session_id": "gyhtest"}
2025-06-30 16:52:27.219 | DEBUG    | recall_group:_router:96 |  session-id: , request-id: , user-id:   | 触发榜单检索!!!
2025-06-30 16:52:27.222 | INFO     | recall_group:get_graph_recall:201 |  session-id: , request-id: , user-id:   | ref_query:['国际社会对2025年6月伊朗和以色列冲突的最新反应是什么？', '2025年6月，伊朗和以色列的冲突对中东地区稳定有何影响？', '2025年6月，Give me some latest news about Iran-Israel conflict.', '2025年6月，伊朗和以色列之间的冲突有哪些最新事件？', '在2025年6月，这些事件是如何影响伊朗和以色列的关系的？', '在2025年6月，伊朗和以色列的冲突是否导致了两国之间的外交行动或军事升级？', 'Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.224 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：国际社会对2025年6月伊朗和以色列冲突的最新反应是什么？, 问题增强后用于检索的queries: ['国际社会对2025年6月伊朗和以色列冲突的最新反应是什么？']
2025-06-30 16:52:27.224 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['国际社会对2025年6月伊朗和以色列冲突的最新反应是什么？']
2025-06-30 16:52:27.225 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：2025年6月，伊朗和以色列的冲突对中东地区稳定有何影响？, 问题增强后用于检索的queries: ['2025年6月，伊朗和以色列的冲突对中东地区稳定有何影响？']
2025-06-30 16:52:27.225 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['2025年6月，伊朗和以色列的冲突对中东地区稳定有何影响？']
2025-06-30 16:52:27.226 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：2025年6月，Give me some latest news about Iran-Israel conflict., 问题增强后用于检索的queries: ['2025年6月，Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.226 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['2025年6月，Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.227 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：2025年6月，伊朗和以色列之间的冲突有哪些最新事件？, 问题增强后用于检索的queries: ['2025年6月，伊朗和以色列之间的冲突有哪些最新事件？']
2025-06-30 16:52:27.227 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['2025年6月，伊朗和以色列之间的冲突有哪些最新事件？']
2025-06-30 16:52:27.228 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：在2025年6月，这些事件是如何影响伊朗和以色列的关系的？, 问题增强后用于检索的queries: ['在2025年6月，这些事件是如何影响伊朗和以色列的关系的？']
2025-06-30 16:52:27.229 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['在2025年6月，这些事件是如何影响伊朗和以色列的关系的？']
2025-06-30 16:52:27.229 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：在2025年6月，伊朗和以色列的冲突是否导致了两国之间的外交行动或军事升级？, 问题增强后用于检索的queries: ['在2025年6月，伊朗和以色列的冲突是否导致了两国之间的外交行动或军事升级？']
2025-06-30 16:52:27.229 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['在2025年6月，伊朗和以色列的冲突是否导致了两国之间的外交行动或军事升级？']
2025-06-30 16:52:27.230 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：Give me some latest news about Iran-Israel conflict., 问题增强后用于检索的queries: ['Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.231 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.232 | DEBUG    | rag_recall_agent:_call_single_reference:660 |  session-id: , request-id: , user-id:   | 检索词2025年6月，Give me some latest news about Iran-Israel conflict.太长，改为：2 0 2 5 年 6 月 ， G i v e   m e   s o m e   l a t e s t   n e w s   a b o u t   I r a n - I s r a e l   c o n f l i c t .
2025-06-30 16:52:27.240 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '2 0 2 5 年 6 月 ， G i v e   m e   s o m e   l a t e s t   n e w s   a b o u t   I r a n - I s r a e l   c o n f l i c t .'}
2025-06-30 16:52:27.241 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '在2025年6月，这些事件是如何影响伊朗和以色列的关系的？'}
2025-06-30 16:52:27.245 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '国际社会对2025年6月伊朗和以色列冲突的最新反应是什么？'}
2025-06-30 16:52:27.245 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '在2025年6月，伊朗和以色列的冲突是否导致了两国之间的外交行动或军事升级？'}
2025-06-30 16:52:27.247 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '2025年6月，伊朗和以色列的冲突对中东地区稳定有何影响？'}
2025-06-30 16:52:27.248 | DEBUG    | rag_recall_agent:construct_database:552 |  session-id: , request-id: , user-id:   | 待检索的原query：2025年6月，Give me some latest news about Iran-Israel conflict., 问题增强后用于检索的queries: ['2025年6月，Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.249 | WARNING  | rag_recall_agent:_call_multi_reference:630 |  session-id: , request-id: , user-id:   | 正在并行检索1个query, 分别是：['2025年6月，Give me some latest news about Iran-Israel conflict.']
2025-06-30 16:52:27.250 | DEBUG    | rag_recall_agent:_call_single_reference:660 |  session-id: , request-id: , user-id:   | 检索词2025年6月，Give me some latest news about Iran-Israel conflict.太长，改为：2 0 2 5 年 6 月 ， G i v e   m e   s o m e   l a t e s t   n e w s   a b o u t   I r a n - I s r a e l   c o n f l i c t .
2025-06-30 16:52:27.251 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': 'Give me some latest news about Iran-Israel conflict.'}
2025-06-30 16:52:27.252 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'search_type': ['online'], 'online_search': {'max_entries': 12, 'cache_switch': True, 'baidu_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'bing_field': {'switch': True, 'mode': 'relevance', 'type': 'page'}, 'sogou_field': {'switch': False, 'mode': 'relevance', 'type': 'page'}, 'start_date': '2025-06-01', 'end_date': '2025-06-30'}, 'request_id': 'gyhtest', 'queries': '2025年6月，伊朗和以色列之间的冲突有哪些最新事件？'}
2025-06-30 16:52:27.254 | DEBUG    | query_iaar:query_iaar_detail:184 |  session-id: , request-id: , user-id:   | query_iaar_detail , body:{'return_num': 12, 'baidu_field': {'switch': False, 'type': 'page'}, 'bing_field': {'switch': True, 'type': 'page'}, 'sogou_field': {'switch': False, 'type': 'page'}, 'request_id': 'gyhtest', 'start_date': '2025-06-01', 'end_date': '2025-06-30', 'queries': '2 0 2 5 年 6 月 ， G i v e   m e   s o m e   l a t e s t   n e w s   a b o u t   I r a n - I s r a e l   c o n f l i c t .'}
2025-06-30 16:52:57.079 | WARNING  | similarity_utils:get_similarity:43 |  session-id: , request-id: , user-id:   | HTTPSConnectionPool(host='apigateway.online.xinyunews.cn', port=443): Read timed out. (read timeout=30)
2025-06-30 16:52:57.082 | WARNING  | similarity_utils:get_similarity:44 |  session-id: , request-id: , user-id:   | None
2025-06-30 16:52:57.544 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.547 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.549 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.550 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.550 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.551 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.555 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.556 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.560 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.565 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.566 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.569 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.570 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.570 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.571 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.574 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.580 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.585 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.586 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.590 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.591 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.592 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.592 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.593 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.596 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.596 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.599 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.604 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.654 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.658 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.660 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.661 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.662 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.664 | INFO     | rag_recall_agent:_split_chunks:715 |  session-id: , request-id: , user-id:   | In module RagRecall, 分片后，有0个chunk
2025-06-30 16:52:57.664 | DEBUG    | rag_recall_agent:construct_database:560 |  session-id: , request-id: , user-id:   | use raw ranker!!
2025-06-30 16:52:57.665 | DEBUG    | rag_recall_agent:_add_candidate_images:611 |  session-id: , request-id: , user-id:   | In total 0 searched_items, finally find 0 images
2025-06-30 16:52:57.665 | DEBUG    | rag_recall_agent:construct_database:576 |  session-id: , request-id: , user-id:   | 检索返回chunk数量: 0
2025-06-30 16:52:57.666 | DEBUG    | rag_recall_agent:construct_database:583 |  session-id: , request-id: , user-id:   | 过滤后的chunk数量:0
2025-06-30 16:52:57.681 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.685 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.690 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.690 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.691 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.697 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.697 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.698 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.698 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.698 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.699 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.699 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.757 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.773 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.776 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.778 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.778 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.778 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.779 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.780 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.781 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.781 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.782 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.783 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.784 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.784 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.784 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.785 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.785 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.785 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.786 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.787 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.790 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.791 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
2025-06-30 16:52:57.792 | INFO     | rag_recall_agent:_split_chunks:715 |  session-id: , request-id: , user-id:   | In module RagRecall, 分片后，有0个chunk
2025-06-30 16:52:57.793 | DEBUG    | rag_recall_agent:construct_database:560 |  session-id: , request-id: , user-id:   | use raw ranker!!
2025-06-30 16:52:57.793 | DEBUG    | rag_recall_agent:_add_candidate_images:611 |  session-id: , request-id: , user-id:   | In total 0 searched_items, finally find 0 images
2025-06-30 16:52:57.793 | DEBUG    | rag_recall_agent:construct_database:576 |  session-id: , request-id: , user-id:   | 检索返回chunk数量: 0
2025-06-30 16:52:57.793 | DEBUG    | rag_recall_agent:construct_database:583 |  session-id: , request-id: , user-id:   | 过滤后的chunk数量:0
2025-06-30 16:52:57.798 | WARNING  | rag_recall_agent:Recursive_splitter:314 |  session-id: , request-id: , user-id:   | error not a json
